s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 4.6011505E+001, 3.9921075E+002, 0.0000000E+000,-1.1593914E+002,-2.2610746E+002,-3.5251323E+001,-2.3149049E-002, 6.8872243E-006, 0.0000000E+000, 2.2459407E+001, 2.1889689E+001, 0.0000000E+000, 9.5652637E-003, 0.0000000E+000,-5.9751093E-001
 4.6504818E+001, 4.2844101E+002, 0.0000000E+000,-1.2314095E+002,-2.3417021E+002,-3.5212633E+001,-2.3149798E-002, 1.4189473E-005, 0.0000000E+000, 3.6226660E+001, 3.5894074E+001, 0.0000000E+000, 9.6696738E-003, 0.0000000E+000,-5.9713097E-001
 4.7000927E+001, 4.2790436E+002, 0.0000000E+000,-1.2483767E+002,-2.4761177E+002,-3.4670622E+001,-2.3484984E-002, 1.6387184E-005, 0.0000000E+000, 2.0797942E+001, 2.0760819E+001, 0.0000000E+000, 9.7732490E-003, 0.0000000E+000,-5.9659846E-001
 4.7501781E+001, 4.3029119E+002, 0.0000000E+000,-1.2392830E+002,-2.4182891E+002,-3.3301274E+001,-2.4564403E-002, 1.2144101E-007, 0.0000000E+000, 3.0991315E+001, 3.1208144E+001, 0.0000000E+000, 9.8779403E-003, 0.0000000E+000,-5.9660360E-001
 4.8001015E+001, 4.0683919E+002, 0.0000000E+000,-1.2378425E+002,-2.4521848E+002,-3.4601998E+001,-2.4553289E-002,-2.2763813E-005, 0.0000000E+000, 3.0801979E+000, 3.2098759E+000, 0.0000000E+000, 9.9818286E-003, 0.0000000E+000,-5.9728136E-001
 4.8505070E+001, 4.4077860E+002, 0.0000000E+000,-1.2849565E+002,-2.3572843E+002,-3.6974577E+001,-2.4312146E-002,-2.8214120E-005, 0.0000000E+000, 3.9121918E+001, 3.9555607E+001, 0.0000000E+000, 1.0086555E-002, 0.0000000E+000,-5.9814866E-001
 4.9007896E+001, 4.6089175E+002, 0.0000000E+000,-1.3122142E+002,-2.2167879E+002,-3.8274338E+001,-2.5544415E-002, 1.4536455E-005, 0.0000000E+000, 6.9553836E+001, 6.9691673E+001, 0.0000000E+000, 1.0192346E-002, 0.0000000E+000,-5.9771623E-001
 4.9502499E+001, 4.2274112E+002, 0.0000000E+000,-1.2771342E+002,-2.1983154E+002,-3.6529740E+001,-2.5137263E-002, 5.9663129E-006, 0.0000000E+000, 3.8144665E+001, 3.8641288E+001, 0.0000000E+000, 1.0296389E-002, 0.0000000E+000,-5.9754742E-001
 5.0002522E+001, 4.2950277E+002, 0.0000000E+000,-1.2738149E+002,-2.2800467E+002,-3.5399914E+001,-2.5178072E-002,-5.9045114E-006, 0.0000000E+000, 3.9044643E+001, 3.8691505E+001, 0.0000000E+000, 1.0400102E-002, 0.0000000E+000,-5.9772838E-001
 5.0507259E+001, 4.6257067E+002, 0.0000000E+000,-1.3370101E+002,-2.4005878E+002,-3.5639162E+001,-2.5290610E-002,-6.0033872E-006, 0.0000000E+000, 5.2346405E+001, 5.3146426E+001, 0.0000000E+000, 1.0505501E-002, 0.0000000E+000,-5.9792470E-001
 5.1009262E+001, 4.4511499E+002, 0.0000000E+000,-1.3605936E+002,-2.2775544E+002,-3.6124004E+001,-2.5773120E-002, 3.5150337E-006, 0.0000000E+000, 4.5549760E+001, 4.5150412E+001, 0.0000000E+000, 1.0609802E-002, 0.0000000E+000,-5.9783369E-001
 5.1500095E+001, 4.5563758E+002, 0.0000000E+000,-1.3571470E+002,-2.4259811E+002,-3.8496728E+001,-2.5288148E-002,-4.8194188E-006, 0.0000000E+000, 3.8655163E+001, 3.8802744E+001, 0.0000000E+000, 1.0713804E-002, 0.0000000E+000,-5.9793648E-001
 5.2000294E+001, 4.7714697E+002, 0.0000000E+000,-1.4209496E+002,-2.5330256E+002,-3.9030632E+001,-2.6124816E-002, 4.5110463E-006, 0.0000000E+000, 4.2602594E+001, 4.2692694E+001, 0.0000000E+000, 1.0818384E-002, 0.0000000E+000,-5.9777287E-001
 5.2503277E+001, 4.5284273E+002, 0.0000000E+000,-1.3655714E+002,-2.4789531E+002,-3.9477170E+001,-2.6307917E-002, 3.0509251E-006, 0.0000000E+000, 2.9407416E+001, 2.8886813E+001, 0.0000000E+000, 1.0922362E-002, 0.0000000E+000,-5.9772477E-001
 5.3001301E+001, 4.7140243E+002, 0.0000000E+000,-1.4202856E+002,-2.6019256E+002,-3.9863272E+001,-2.6368801E-002,-1.1394899E-005, 0.0000000E+000, 2.9145721E+001, 2.9291659E+001, 0.0000000E+000, 1.1027304E-002, 0.0000000E+000,-5.9806425E-001
 5.3503662E+001, 4.8027849E+002, 0.0000000E+000,-1.4242953E+002,-2.4672362E+002,-3.8637699E+001,-2.6498174E-002, 2.5451721E-005, 0.0000000E+000, 5.2742435E+001, 5.2461169E+001, 0.0000000E+000, 1.1132352E-002, 0.0000000E+000,-5.9726798E-001
 5.4003128E+001, 4.9621457E+002, 0.0000000E+000,-1.5243696E+002,-2.5840732E+002,-3.9755674E+001,-2.7189217E-002,-2.1864135E-005, 0.0000000E+000, 4.5447730E+001, 4.5587404E+001, 0.0000000E+000, 1.1236886E-002, 0.0000000E+000,-5.9792659E-001
 5.4502529E+001, 4.7749787E+002, 0.0000000E+000,-1.4324201E+002,-2.5776359E+002,-4.0134749E+001,-2.7366319E-002, 1.7392915E-005, 0.0000000E+000, 3.6287585E+001, 3.6330168E+001, 0.0000000E+000, 1.1341325E-002, 0.0000000E+000,-5.9740584E-001
 5.5005829E+001, 5.0386377E+002, 0.0000000E+000,-1.5556704E+002,-2.6866788E+002,-4.0260249E+001,-2.7443850E-002,-1.2728858E-005, 0.0000000E+000, 3.8700238E+001, 3.9341136E+001, 0.0000000E+000, 1.1446106E-002, 0.0000000E+000,-5.9781376E-001
 5.5503338E+001, 4.7836670E+002, 0.0000000E+000,-1.4636564E+002,-2.6083188E+002,-4.3047604E+001,-2.7480340E-002, 6.7330496E-006, 0.0000000E+000, 2.9369864E+001, 2.8094103E+001, 0.0000000E+000, 1.1550006E-002, 0.0000000E+000,-5.9759124E-001
